Timestamps, Solar.Rad.W.m2,Precipitation.mm,wind.m.s,air.temp.c
2022-06-06 08:45:00,77.3,0,0.64,15.6
2022-06-06 09:00:00,146.3,0,0.65,15.7
2022-06-06 09:15:00,225.3,0,0.86,16.3
2022-06-06 09:30:00,180.2,0,0.55,16.5
2022-06-06 09:45:00,243.9,0,0.76,16.8
2022-06-06 10:00:00,271.1,0,0.62,17.2
2022-06-06 10:15:00,350.5,0,0.69,17.9
2022-06-06 10:30:00,331.9,0,1.21,18.2
2022-06-06 10:45:00,327.4,0,0.73,18.6
2022-06-06 11:00:00,290.1,0,0.59,19
2022-06-06 11:15:00,137.9,0,0.45,19.1
2022-06-06 11:30:00,133.5,0,0.47,19
2022-06-06 11:45:00,124.5,0,0.42,19
2022-06-06 12:00:00,107.3,0,0.39,18.6
2022-06-06 12:15:00,117.3,0,0.3,18.3
2022-06-06 12:30:00,232.7,0,0.39,18.5
2022-06-06 12:45:00,311.6,0,0.92,19.1
2022-06-06 13:00:00,605.2,0,1.35,20
2022-06-06 13:15:00,585.9,0,1.45,20.7
2022-06-06 13:30:00,580.9,0,1.23,21.1
2022-06-06 13:45:00,609.7,0,1.18,21.7
2022-06-06 14:00:00,683.3,0,0.98,22.4
2022-06-06 14:15:00,647.5,0,1.23,23
2022-06-06 14:30:00,480.1,0,0.97,23
2022-06-06 14:45:00,410.4,0,0.94,23.1
2022-06-06 15:00:00,362.7,0,0.65,23
2022-06-06 15:15:00,346.1,0,1.53,22.9
2022-06-06 15:30:00,381.4,0,1.42,23
2022-06-06 15:45:00,393.5,0,1.51,23.3
2022-06-06 16:00:00,523.9,0,2.24,23.7
2022-06-06 16:15:00,612.9,0,1.8,24.3
2022-06-06 16:30:00,431.2,0,1.67,24.2
2022-06-06 16:45:00,582.3,0,1.62,24.7
2022-06-06 17:00:00,402.1,0,1.5,24.5
2022-06-06 17:15:00,291.5,0,1.45,24
2022-06-06 17:30:00,251.9,0,1.26,23.9
2022-06-06 17:45:00,290.9,0,1.15,24
2022-06-06 18:00:00,273.8,0,1,24.2
2022-06-06 18:15:00,186.1,0,0.79,23.8
2022-06-06 18:30:00,151.7,0,0.63,23.8
2022-06-06 18:45:00,118.2,0,0.49,23.2
2022-06-06 19:00:00,86.5,0,0.59,22.7
2022-06-06 19:15:00,74.2,0,0.5,22.4
2022-06-06 19:30:00,64.3,0,0.74,22.1
2022-06-06 19:45:00,58.4,0,0.68,21.7
2022-06-06 20:00:00,37.7,0,0.56,21.3
2022-06-06 20:15:00,14.4,0,0.4,20.8
2022-06-06 20:30:00,5.7,0,0.41,19.7
2022-06-06 20:45:00,0.4,0,0.3,19.1
2022-06-06 21:00:00,0,0,0.44,19.2
2022-06-06 21:15:00,0,0,0.87,18.8
2022-06-06 21:30:00,0,0,0.39,18.5
2022-06-06 21:45:00,0,0,0.45,18.8
2022-06-06 22:00:00,0,0,0.6,18.6
2022-06-06 22:15:00,0,0,0.61,18.4
2022-06-06 22:30:00,0,0,0.56,18.6
2022-06-06 22:45:00,0,0,0.69,19.1
2022-06-06 23:00:00,0,0,0.91,19.8
2022-06-06 23:15:00,0,0,0.91,20
2022-06-06 23:30:00,0,0,1.06,20.2
2022-06-06 23:45:00,0,0,1.29,20.4
2022-06-07 00:00:00,0,0,1.17,20.5
2022-06-07 00:15:00,0,0,1.32,20.6
2022-06-07 00:30:00,0,0,1.32,20.5
2022-06-07 00:45:00,0,0,1.5,20.7
2022-06-07 01:00:00,0,0,1.11,20.6
2022-06-07 01:15:00,0,0,1.29,20.5
2022-06-07 01:30:00,0,0,1.39,20.6
2022-06-07 01:45:00,0,0,1.41,20.3
2022-06-07 02:00:00,0,0,1.48,20.1
2022-06-07 02:15:00,0,0,1.36,20
2022-06-07 02:30:00,0,0,1.35,20
2022-06-07 02:45:00,0,0,1.21,19.9
2022-06-07 03:00:00,0,0,1.4,19.8
2022-06-07 03:15:00,0,0,1.17,19.5
2022-06-07 03:30:00,0,0,1.42,19.4
2022-06-07 03:45:00,0,0,1.36,19.3
2022-06-07 04:00:00,0,0,1.27,19.1
2022-06-07 04:15:00,0,0,1.26,18.9
2022-06-07 04:30:00,0,0,1.45,18.7
2022-06-07 04:45:00,0,0,1.73,18.6
2022-06-07 05:00:00,0,0,1.94,18.4
2022-06-07 05:15:00,0,0,1.6,18.3
2022-06-07 05:30:00,0,0,1.53,18.2
2022-06-07 05:45:00,0.9,0,1.83,18.2
2022-06-07 06:00:00,1.3,0,1.66,18.1
2022-06-07 06:15:00,6.9,0,1.57,18.2
2022-06-07 06:30:00,15.4,0,1.69,18.3
2022-06-07 06:45:00,25.5,0,1.33,18.3
2022-06-07 07:00:00,25.7,0,1.61,18.3
2022-06-07 07:15:00,32.1,0,1.57,18.5
2022-06-07 07:30:00,60.2,0,1.42,18.4
2022-06-07 07:45:00,111.7,0,1.35,18.5
2022-06-07 08:00:00,198.2,0,1.74,18.7
2022-06-07 08:15:00,233.6,0,1.51,19
2022-06-07 08:30:00,163.7,0,1.52,18.8
2022-06-07 08:45:00,215.3,0,1.79,19
2022-06-07 09:00:00,230,0,1.46,19.2
2022-06-07 09:15:00,281.1,0,1.61,19.8
2022-06-07 09:30:00,327,0,1.8,20.3
2022-06-07 09:45:00,326,0,1.55,20.6
2022-06-07 10:00:00,552,0,1.58,21.2
2022-06-07 10:15:00,717.3,0,1.61,22.1
2022-06-07 10:30:00,623.2,0,1.84,22
2022-06-07 10:45:00,703.7,0,2.04,22.2
2022-06-07 11:00:00,641.1,0,1.83,22.2
2022-06-07 11:15:00,511.3,0,1.97,21.8
2022-06-07 11:30:00,423.5,0,1.53,21.5
2022-06-07 11:45:00,438.5,0,1.43,21.6
2022-06-07 12:00:00,432.7,0,1.38,21.7
2022-06-07 12:15:00,427.8,0,1.42,21.8
2022-06-07 12:30:00,509.4,0,1.06,22.2
2022-06-07 12:45:00,417.2,0,1.35,22
2022-06-07 13:00:00,383,0,1.11,22
2022-06-07 13:15:00,242.4,0,0.98,21.8
2022-06-07 13:30:00,189.4,0,0.98,21.6
2022-06-07 13:45:00,123.7,0,0.99,21.6
2022-06-07 14:00:00,93.8,0.034,0.92,21.3
2022-06-07 14:15:00,106.1,0.255,1.54,20.4
2022-06-07 14:30:00,99.6,0.17,1.25,20
2022-06-07 14:45:00,80.9,0.034,1.38,19.7
2022-06-07 15:00:00,63.4,0.051,0.97,19.8
2022-06-07 15:15:00,74,0,1.17,19.8
2022-06-07 15:30:00,83.7,0.051,1.41,19.9
2022-06-07 15:45:00,85.4,0.187,0.87,19.3
2022-06-07 16:00:00,87.7,0.017,0.96,19
2022-06-07 16:15:00,88.5,0,1.08,19.2
2022-06-07 16:30:00,92,0.085,1.16,19.5
2022-06-07 16:45:00,106.2,0.102,1.05,19.3
2022-06-07 17:00:00,136.1,0.017,1.33,19.4
2022-06-07 17:15:00,148.1,0,1.37,19.6
2022-06-07 17:30:00,97.1,0,1.62,19.9
2022-06-07 17:45:00,67.7,0.085,1.25,19.6
2022-06-07 18:00:00,68.5,0.085,1.28,19.1
2022-06-07 18:15:00,50.5,0.204,1.27,18.8
2022-06-07 18:30:00,42.6,0.153,1.21,18.4
2022-06-07 18:45:00,27.1,0.051,1.42,18.4
2022-06-07 19:00:00,44.7,0.017,1.47,18.4
2022-06-07 19:15:00,17,0.153,1.44,18.2
2022-06-07 19:30:00,6.5,0.238,1.28,18
2022-06-07 19:45:00,2.8,0.34,1.11,18
2022-06-07 20:00:00,3.3,0.596,1.11,17.9
2022-06-07 20:15:00,2.1,0.664,1.02,17.8
2022-06-07 20:30:00,0.1,0,1.1,18
2022-06-07 20:45:00,0,0,1.25,18.1
2022-06-07 21:00:00,0,0,0.99,18
2022-06-07 21:15:00,0,0,1.13,18
2022-06-07 21:30:00,0,0.017,1.01,18.1
2022-06-07 21:45:00,0,0,0.97,18.1
2022-06-07 22:00:00,0,0.034,1.18,18.2
2022-06-07 22:15:00,0,0,1.16,18.2
2022-06-07 22:30:00,0,0,0.95,18.3
2022-06-07 22:45:00,0,0.749,1.02,18.2
2022-06-07 23:00:00,0,0.443,1.24,18.1
2022-06-07 23:15:00,0,3.179,1.08,17.9
2022-06-07 23:30:00,0,0.545,1.01,17.8
2022-06-07 23:45:00,0,0.034,0.95,17.9
2022-06-08 00:00:00,0,0.102,1,17.9
2022-06-08 00:15:00,0,0.528,1.12,17.7
2022-06-08 00:30:00,0,0.306,2.45,15.9
2022-06-08 00:45:00,0,0.068,2.67,15.5
2022-06-08 01:00:00,0,0.204,2.31,15.3
2022-06-08 01:15:00,0,0.051,2.33,15.1
2022-06-08 01:30:00,0,0.17,2.71,14.9
2022-06-08 01:45:00,0,0.034,2.32,14.6
2022-06-08 02:00:00,0,0.017,2.42,14.4
2022-06-08 02:15:00,0,0,3.09,14.2
2022-06-08 02:30:00,0,0,2.52,14.1
2022-06-08 02:45:00,0,0,2.28,13.9
2022-06-08 03:00:00,0,0,2.12,13.7
2022-06-08 03:15:00,0,0,2.55,13.5
2022-06-08 03:30:00,0,0,2.38,13.5
2022-06-08 03:45:00,0,0,1.66,13.4
2022-06-08 04:00:00,0,0,0.99,13.4
2022-06-08 04:15:00,0,0,0.83,13.5
2022-06-08 04:30:00,0,0,1.09,13.5
2022-06-08 04:45:00,0,0,1.56,13.5
2022-06-08 05:00:00,0,0,1.53,13.4
2022-06-08 05:15:00,0,0,1.6,13.3
2022-06-08 05:30:00,0.3,0,1.42,13.2
2022-06-08 05:45:00,2.1,0,1.37,13.1
2022-06-08 06:00:00,5.9,0,1.62,13.1
2022-06-08 06:15:00,13,0,1.87,13.1
2022-06-08 06:30:00,32.9,0,1.84,13.1
2022-06-08 06:45:00,68.3,0,1.99,13.1
2022-06-08 07:00:00,90.5,0,1.82,13.2
2022-06-08 07:15:00,96.5,0,1.8,13.3
2022-06-08 07:30:00,117,0,2.08,13.4
2022-06-08 07:45:00,160.1,0,1.99,13.6
2022-06-08 08:00:00,171.5,0,2.1,13.8
2022-06-08 08:15:00,174.5,0,1.34,13.8
2022-06-08 08:30:00,245.7,0,1.47,14.1
2022-06-08 08:45:00,160.7,0,1.74,14.3
2022-06-08 09:00:00,159.4,0,0.89,14.2
2022-06-08 09:15:00,301.1,0,1.33,14.5
2022-06-08 09:30:00,319.1,0,1.77,14.7
2022-06-08 09:45:00,235.9,0,1.28,14.9
2022-06-08 10:00:00,281.8,0,1.36,14.9
2022-06-08 10:15:00,426.5,0,1.2,15.2
2022-06-08 10:30:00,451.3,0,1.33,15.8
2022-06-08 10:45:00,397.7,0,1.51,15.8
2022-06-08 11:00:00,569.1,0,1.25,16.6
2022-06-08 11:15:00,323.1,0,1.26,16.1
2022-06-08 11:30:00,482.8,0,1.26,16.3
2022-06-08 11:45:00,842.1,0,1.43,17.3
2022-06-08 12:00:00,714.6,0,1.73,17.4
2022-06-08 12:15:00,860.4,0,1.89,18.1
2022-06-08 13:15:00,801,0,1.86,19.2
2022-06-08 13:30:00,786.7,0,1.51,19.8
2022-06-08 13:45:00,767.9,0,1.35,19.8
2022-06-08 14:00:00,655.3,0,1.13,20
2022-06-08 14:15:00,789.4,0,1.42,20.1
2022-06-08 14:30:00,702.1,0,1.36,20.3
2022-06-08 14:45:00,760.5,0,1.57,20.7
2022-06-08 15:00:00,743.4,0,1.2,21
2022-06-08 15:15:00,855.7,0,1.49,21.4
2022-06-08 15:30:00,664.9,0,1.76,21
2022-06-08 15:45:00,587.7,0,1.01,20.9
2022-06-08 16:00:00,770.1,0,1.33,21.3
2022-06-08 16:15:00,482.9,0,1.72,21
2022-06-08 16:30:00,405.1,0,0.92,20.8
2022-06-08 16:45:00,448.3,0,0.8,20.7
2022-06-08 17:00:00,578.9,0,1.2,21.4
2022-06-08 17:15:00,420.5,0,1.14,21.1
2022-06-08 17:30:00,364.9,0,1.15,21.1
2022-06-08 17:45:00,248.9,0,0.73,20.7
2022-06-08 18:00:00,243.7,0,0.76,20.4
2022-06-08 18:15:00,193.1,0,0.6,20.4
2022-06-08 18:30:00,175.3,0,0.54,20.2
2022-06-08 18:45:00,133.5,0,0.45,19.9
2022-06-08 19:00:00,107.7,0,0.48,19.6
2022-06-08 19:15:00,76.6,0,0.53,19.2
2022-06-08 19:30:00,57,0,0.73,18.7
2022-06-08 19:45:00,42.9,0,0.86,18
2022-06-08 20:00:00,34.9,0,0.79,17.8
2022-06-08 20:15:00,27.8,0,0.61,17
2022-06-08 20:30:00,13.3,0,0.67,16.6
2022-06-08 20:45:00,1.5,0,0.89,16
2022-06-08 21:00:00,0,0,0.82,15.4
2022-06-08 21:15:00,0,0,0.65,15.3
2022-06-08 21:30:00,0,0,0.65,15
2022-06-08 21:45:00,0,0,0.86,14.9
2022-06-08 22:00:00,0,0,0.79,14.6
2022-06-08 22:15:00,0,0,0.78,14.6
2022-06-08 22:30:00,0,0,0.61,14.7
2022-06-08 22:45:00,0,0,0.86,14.7
2022-06-08 23:00:00,0,0,0.96,15
2022-06-08 23:15:00,0,0,0.69,15
2022-06-08 23:30:00,0,0,0.57,15
2022-06-08 23:45:00,0,0,0.6,15
2022-06-09 00:00:00,0,0,0.32,14.8
2022-06-09 00:30:00,0,0,0.26,14.5
2022-06-09 00:45:00,0,0,0.24,14.2
2022-06-09 01:00:00,0,0,0.41,14.2
2022-06-09 01:15:00,0,0,0.65,14.2
2022-06-09 01:30:00,0,0,0.41,14.2
2022-06-09 01:45:00,0,0,0.41,14.1
2022-06-09 02:00:00,0,0,0.3,14
2022-06-09 02:15:00,0,0,0.37,14.3
2022-06-09 02:30:00,0,0,0.39,14.3
2022-06-09 02:45:00,0,0,0.37,14.6
2022-06-09 03:00:00,0,0,0.4,14.6
2022-06-09 03:15:00,0,0,0.5,14.5
2022-06-09 03:30:00,0,0,0.63,14.5
2022-06-09 03:45:00,0,0.153,0.48,14.4
2022-06-09 04:00:00,0,0.783,0.83,14.1
2022-06-09 04:15:00,0,0.936,1.13,14
2022-06-09 04:30:00,0,0.919,0.91,13.7
2022-06-09 04:45:00,0,0.545,1.16,13.5
2022-06-09 05:00:00,0,0.391,1.53,13.2
2022-06-09 05:15:00,0,0.068,1.71,13.2
2022-06-09 05:30:00,0,0.017,1.49,13.3
2022-06-09 05:45:00,0,0.34,1.65,13.3
2022-06-09 06:00:00,0.5,1.123,1.11,13.3
2022-06-09 06:15:00,0.5,4.745,1.1,13.2
2022-06-09 06:30:00,1.7,7.191,0.82,13
2022-06-09 06:45:00,6.5,2.14,0.76,12.9
2022-06-09 07:00:00,17.5,0.766,0.92,12.9
2022-06-09 07:15:00,14.8,0.221,0.99,12.9
2022-06-09 07:30:00,17.8,0.289,1.01,13
2022-06-09 07:45:00,33.6,0.306,1.19,13
2022-06-09 08:00:00,41.3,0.153,1.21,13
2022-06-09 08:15:00,36.4,0.306,1.14,13.1
2022-06-09 08:30:00,32.5,0.306,1.03,13.2
2022-06-09 08:45:00,44.9,0.46,1.08,13.3
2022-06-09 09:00:00,48.3,0.562,1.08,13.4
2022-06-09 09:15:00,93.3,0.562,1.46,13.5
2022-06-09 09:30:00,224.7,0.187,1.59,13.7
2022-06-09 09:45:00,546.9,0,2.59,14.6
2022-06-09 10:00:00,609.4,0,2.04,15.4
2022-06-09 10:15:00,337.5,0,1.35,15.6
2022-06-09 10:30:00,228.2,0,1.43,15.3
2022-06-09 10:45:00,444.3,0,1.85,15.5
2022-06-09 11:00:00,429.1,0,2.55,15.6
2022-06-09 11:15:00,384.3,0,2.69,15.4
2022-06-09 11:30:00,302.7,0,2.48,15.2
2022-06-09 11:45:00,288.3,0,1.54,15.2
2022-06-09 12:00:00,246.2,0.017,1.1,14.9
2022-06-09 12:15:00,372.5,0.017,1.41,15.2
2022-06-09 12:30:00,296.7,0,1.28,15
2022-06-09 12:45:00,551.1,0.017,1.63,15.5
2022-06-09 13:00:00,465.9,0.034,1.85,15.7
2022-06-09 13:15:00,384.2,0.051,2.31,15.2
2022-06-09 13:30:00,402.4,0,2.62,15.3
2022-06-09 13:45:00,245.3,0,2.23,15.2
2022-06-09 14:00:00,298.5,0,2.59,15.2
2022-06-09 14:15:00,365.1,0,2.48,15.2
2022-06-09 14:30:00,433,0,2.15,15.4
2022-06-09 14:45:00,188.7,0.187,2.54,14.6
2022-06-09 15:00:00,272.6,0.051,2.6,14.6
2022-06-09 15:15:00,194.3,0.017,2.01,14.8
2022-06-09 15:30:00,82.8,0,2.45,14.5
2022-06-09 15:45:00,189.4,0,2.54,14.2
2022-06-09 16:00:00,200.9,0,2.34,14.4
2022-06-09 16:15:00,203.9,0,2.35,14.4
2022-06-09 16:30:00,311,0,2.64,14.6
2022-06-09 16:45:00,342.1,0,3.3,15
2022-06-09 17:00:00,244.6,0,2.6,15
2022-06-09 17:15:00,200.3,0,3.83,14.7
2022-06-09 17:30:00,219.2,0,2.98,14.8
2022-06-09 17:45:00,330.5,0,3.25,15.2
2022-06-09 18:00:00,246.3,0,2.57,15.3
2022-06-09 18:15:00,227.5,0,2.67,15.2
2022-06-09 18:30:00,255.7,0,2.22,15.6
2022-06-09 18:45:00,59.3,0,1.71,15.3
2022-06-09 19:00:00,51.3,0,1.49,15.2
2022-06-09 19:15:00,65.3,0,1.99,15.2
2022-06-09 19:30:00,34.3,0,2.25,15
2022-06-09 19:45:00,25,0,1.49,14.8
2022-06-09 20:00:00,16.4,0,1.71,14.7
2022-06-09 20:15:00,15.7,0,1.94,14.7
2022-06-09 20:30:00,5,0,1.79,14.7
2022-06-09 20:45:00,1.5,0,1.89,14.7
2022-06-09 21:00:00,0.3,0,2.07,14.4
2022-06-09 21:15:00,0,0,1.7,14
2022-06-09 21:30:00,0,0,1.36,13.5
2022-06-09 21:45:00,0,0,1.28,13.5
2022-06-09 22:00:00,0,0,1.38,13.9
2022-06-09 22:15:00,0,0,1.36,14.1
2022-06-09 22:30:00,0,0,1.3,13.8
2022-06-09 22:45:00,0,0,1.08,13.7
2022-06-09 23:00:00,0,0,1.51,14
2022-06-09 23:15:00,0,0,1.53,14
2022-06-09 23:30:00,0,0,1.01,14
2022-06-09 23:45:00,0,0,0.63,13.8
2022-06-10 00:00:00,0,0,1.02,13.9
2022-06-10 00:45:00,0,0,2.12,13.6
2022-06-10 01:00:00,0,0,2.07,13.5
2022-06-10 01:15:00,0,0,2.17,13.3
2022-06-10 01:30:00,0,0,2.64,13.1
2022-06-10 01:45:00,0,0,2.69,13.4
2022-06-10 02:00:00,0,0,2.28,13.1
2022-06-10 02:15:00,0,0,2.1,12.9
2022-06-10 02:30:00,0,0,1.96,12.6
2022-06-10 02:45:00,0,0,2.1,12.7
2022-06-10 03:00:00,0,0,1.83,13
2022-06-10 03:15:00,0,0,2.14,13.3
2022-06-10 03:30:00,0,0,2.43,13.7
2022-06-10 03:45:00,0,0,2.47,13.8
2022-06-10 04:00:00,0,0,2.29,13.7
2022-06-10 04:15:00,0,0,2.01,13.7
2022-06-10 04:30:00,0,0,1.93,13.6
2022-06-10 04:45:00,0,0,1.76,13.5
2022-06-10 05:00:00,0,0,1.73,13.2
2022-06-10 05:15:00,0.3,0,1.5,12.6
2022-06-10 05:45:00,9.1,0,1.43,12.2
2022-06-10 06:00:00,16,0,2.03,12.5
2022-06-10 06:15:00,56.6,0,2.84,12.8
2022-06-10 06:30:00,103,0,3.2,13.1
2022-06-10 06:45:00,135.1,0,3,13.3
2022-06-10 07:00:00,169.6,0,2.6,13.6
2022-06-10 07:15:00,192.4,0,2.7,14
2022-06-10 07:30:00,221.6,0,3.16,14.2
2022-06-10 07:45:00,285.1,0,2.55,14.5
2022-06-10 08:00:00,337,0,2.88,14.6
2022-06-10 08:15:00,382.3,0,3.13,14.8
2022-06-10 08:30:00,425.4,0,3.33,15.1
2022-06-10 09:15:00,521,0,2.99,16.7
2022-06-10 09:30:00,486.7,0,3.01,16.3
2022-06-10 09:45:00,577.4,0,3.38,16.4
2022-06-10 10:00:00,517.6,0,3.36,16.7
2022-06-10 10:15:00,483.8,0,2.95,16.6
2022-06-10 10:30:00,593.1,0,3.15,17
2022-06-10 10:45:00,476.8,0,2.61,17.3
2022-06-10 11:00:00,649.3,0,3.06,17.5
2022-06-10 11:15:00,482.5,0,3.72,16.9
2022-06-10 11:30:00,527.8,0,3.67,17.1
2022-06-10 11:45:00,570.9,0,3.11,17.2
2022-06-10 12:00:00,564.2,0,3.45,17.5
2022-06-10 12:15:00,587.3,0,3.75,17.8
2022-06-10 12:30:00,630.7,0,2.59,18
2022-06-10 12:45:00,634.7,0,2.6,18.1
2022-06-10 13:00:00,863.6,0,3.06,18.8
2022-06-10 13:15:00,591.7,0,1.85,18.3
2022-06-10 13:30:00,717.5,0,2.22,18.8
2022-06-10 13:45:00,733.1,0,2.9,18.8
2022-06-10 14:00:00,734.3,0,2.93,19.2
2022-06-10 14:15:00,773.9,0,2.22,19.5
2022-06-10 14:30:00,744,0,1.93,19.6
2022-06-10 14:45:00,800.5,0,2.78,19.6
2022-06-10 15:00:00,814.3,0,2.58,19.7
2022-06-10 15:15:00,686.3,0,1.97,19.6
2022-06-10 15:30:00,555.9,0,1.81,19.3
2022-06-10 15:45:00,771.7,0,2.11,19.9
2022-06-10 16:00:00,741.7,0,2.34,19.9
2022-06-10 16:15:00,701.3,0,2.09,19.8
2022-06-10 16:30:00,665.2,0,1.97,19.8
2022-06-10 16:45:00,626.1,0,2.05,20
2022-06-10 17:00:00,582.9,0,2.07,19.8
2022-06-10 17:15:00,548,0,1.88,19.8
2022-06-10 17:30:00,507.3,0,1.6,19.7
2022-06-10 17:45:00,455.3,0,1.56,19.8
2022-06-10 18:00:00,425.8,0,1.33,19.8
2022-06-10 18:15:00,388.1,0,1.98,19.5
2022-06-10 18:30:00,344.5,0,1.14,19.6
2022-06-10 18:45:00,285.2,0,1.44,19.3
2022-06-10 19:00:00,197.3,0,1.35,18.8
2022-06-10 19:15:00,60.9,0,1.15,18.6
2022-06-10 19:30:00,34.8,0,1.26,18.2
2022-06-10 19:45:00,31,0,0.77,17.7
2022-06-10 20:00:00,24.1,0,0.95,17
2022-06-10 20:15:00,17.3,0,1.03,16.4
2022-06-10 20:30:00,11.5,0,0.87,15.1
2022-06-10 20:45:00,5.7,0,1.07,14
2022-06-10 21:00:00,1.2,0,1.06,13.1
2022-06-10 21:15:00,0,0,1.11,12.9
2022-06-10 21:30:00,0,0,0.87,12.1
2022-06-10 21:45:00,0,0,0.96,12.2
2022-06-10 22:00:00,0,0,0.9,12.3
2022-06-10 22:15:00,0,0,0.77,12.3
2022-06-10 22:30:00,0,0,0.6,12.3
2022-06-10 22:45:00,0,0,1.02,11.9
2022-06-10 23:00:00,0,0,0.73,12.3
2022-06-10 23:15:00,0,0,1.13,12
2022-06-10 23:30:00,0,0,0.89,11.4
2022-06-10 23:45:00,0,0,1.08,11.6
2022-06-11 00:00:00,0,0,0.93,11.3
2022-06-11 00:15:00,0,0,0.68,11.2
2022-06-11 00:30:00,0,0,0.93,11.1
2022-06-11 00:45:00,0,0,1.05,11.3
2022-06-11 01:00:00,0,0,1.06,11.2
2022-06-11 01:15:00,0,0,0.98,11.1
2022-06-11 01:30:00,0,0,0.53,10.7
2022-06-11 01:45:00,0,0,0.58,10.4
2022-06-11 02:00:00,0,0,0.85,10.1
2022-06-11 02:15:00,0,0,0.77,10
2022-06-11 02:30:00,0,0,0.7,9.8
2022-06-11 02:45:00,0,0,0.47,9.9
2022-06-11 03:00:00,0,0,0.47,9.6
2022-06-11 03:15:00,0,0,0.44,9.6
2022-06-11 03:30:00,0,0,0.44,9.5
2022-06-11 03:45:00,0,0,0.58,9.5
2022-06-11 04:00:00,0,0,0.56,9.5
2022-06-11 04:15:00,0,0,0.51,9.7
2022-06-11 04:30:00,0,0,0.35,9.8
2022-06-11 04:45:00,0,0,0.52,9.9
2022-06-11 05:00:00,0,0,0.54,9.8
2022-06-11 05:15:00,1,0,0.68,9.7
2022-06-11 05:30:00,4.9,0,0.61,9.6
2022-06-11 05:45:00,13.2,0,0.62,9.6
2022-06-11 06:00:00,23.5,0,0.58,9.9
2022-06-11 06:15:00,63.3,0,0.49,10.6
2022-06-11 06:30:00,95,0,0.43,11.1
2022-06-11 06:45:00,144.6,0,0.39,11.8
2022-06-11 07:00:00,192.5,0,0.72,12.8
2022-06-11 07:15:00,213.4,0,0.6,13.9
2022-06-11 07:30:00,242.8,0,0.98,14.8
2022-06-11 07:45:00,272.1,0,1.05,15
2022-06-11 08:00:00,332.9,0,0.98,15.5
2022-06-11 08:15:00,386.3,0,1.28,16.2
2022-06-11 08:30:00,431.3,0,1.17,16.9
2022-06-11 08:45:00,477.2,0,0.75,17.8
2022-06-11 09:00:00,492.9,0,1.03,18.2
2022-06-11 09:15:00,493.2,0,0.84,18.5
2022-06-11 09:30:00,519.7,0,0.78,18.7
2022-06-11 09:45:00,643.9,0,0.93,19.4
2022-06-11 10:00:00,530,0,0.97,19.3
2022-06-11 10:15:00,418.5,0,0.83,19.2
2022-06-11 10:30:00,464.1,0,0.55,19.5
2022-06-11 10:45:00,415,0,0.85,19.4
2022-06-11 11:00:00,738.5,0,1.24,20.2
2022-06-11 11:15:00,830.2,0,0.96,21.2
2022-06-11 11:30:00,627.2,0,0.92,21
2022-06-11 11:45:00,527.5,0,0.99,21
2022-06-11 12:00:00,575.4,0,1.01,20.9
2022-06-11 12:15:00,299.3,0,0.76,20.8
2022-06-11 12:30:00,529.5,0,1.12,20.9
2022-06-11 12:45:00,465.9,0,0.89,21.1
2022-06-11 13:00:00,532.1,0,1.39,21.2
2022-06-11 13:15:00,450.2,0,1.33,21.4
2022-06-11 13:30:00,170.2,0,0.99,20.8
2022-06-11 13:45:00,268.5,0,0.86,20.6
2022-06-11 14:00:00,231.8,0,0.56,20.6
2022-06-11 14:15:00,203.9,0,0.48,20.7
2022-06-11 14:30:00,769.2,0,0.6,21.4
2022-06-11 14:45:00,250.2,0,0.87,21.5
2022-06-11 15:00:00,396.8,0,0.73,21.3
2022-06-11 15:15:00,466.3,0,0.8,21.6
2022-06-11 15:30:00,526.1,0,1.21,22
2022-06-11 15:45:00,292.8,0,1.02,21.5
2022-06-11 16:00:00,513.7,0,0.84,21.9
2022-06-11 16:15:00,697.5,0,0.83,22.7
2022-06-11 16:30:00,165.6,0,0.71,22
2022-06-11 16:45:00,371.3,0,0.64,22.1
2022-06-11 17:00:00,434.5,0,0.94,22.4
2022-06-11 17:15:00,358.9,0,0.91,22
2022-06-11 17:30:00,211.5,0,0.68,21.7
2022-06-11 17:45:00,196.1,0,0.67,21.4
2022-06-11 18:00:00,155.5,0,0.7,21.1
2022-06-11 18:15:00,331.8,0,0.63,21.3
2022-06-11 18:30:00,339.7,0,0.73,21.7
2022-06-11 18:45:00,185.1,0,0.62,21.6
2022-06-11 19:00:00,198.5,0,0.65,21.3
2022-06-11 19:15:00,62.5,0,0.47,21.2
2022-06-11 19:30:00,42.1,0,0.56,20.6
2022-06-11 19:45:00,38.3,0,0.38,19.8
2022-06-11 20:00:00,31.1,0,0.37,18.9
2022-06-11 20:15:00,15.7,0,0.5,18
2022-06-11 20:30:00,7.7,0,0.53,17.4
2022-06-11 20:45:00,3.3,0,0.52,16.8
2022-06-11 21:00:00,0.3,0,0.36,16.3
2022-06-11 21:15:00,0,0,0.36,15.9
2022-06-11 21:30:00,0,0,0.27,15.3
2022-06-11 21:45:00,0,0,0.45,15.1
2022-06-11 22:00:00,0,0,0.52,15
2022-06-11 22:15:00,0,0,0.47,14.8
2022-06-11 22:30:00,0,0,0.47,14.8
2022-06-11 22:45:00,0,0,0.48,15.1
2022-06-11 23:00:00,0,0,0.34,15.2
2022-06-11 23:15:00,0,0,0.34,15.2
2022-06-11 23:30:00,0,0,0.26,15
2022-06-11 23:45:00,0,0,0.4,14.7
